group,subject,hand,src_dir,fname
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_153136.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_153359.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_153612.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_153825.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_154038.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_154251.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_141652.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_141923.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_142147.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_142402.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_142617.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_142837.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_143051.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_143304.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_143521.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_143735.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_154516.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_154731.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_154945.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_155159.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_155415.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_155655.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_155909.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_160122.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_160336.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_160551.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_160818.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_161055.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_161429.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_161643.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_161858.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_162112.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_162331.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_162544.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_162757.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_163010.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_172319.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_172533.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_172748.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_173003.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_173229.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_173444.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_173657.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_173919.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_174347.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_174731.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_115218.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_115432.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_115646.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_115903.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_120116.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_140213.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_140449.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_140702.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_140916.npz
single_single,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_141130.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_165358.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_165612.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_165830.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_170047.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_170304.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_170520.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_170736.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_170951.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_171217.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_171435.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_171651.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_171911.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_172136.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_172353.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_172610.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_172825.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_173040.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_173256.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_173519.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_173734.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-3__20260503_180816.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-3__20260503_181033.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-3__20260503_181248.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-3__20260503_181502.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-3__20260503_181716.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-3__20260503_181930.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-3__20260503_182144.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-3__20260503_182358.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-3__20260503_182612.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-3__20260503_182826.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left__20260503_161424.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left__20260503_161707.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left__20260503_161921.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left__20260503_162143.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left__20260503_162359.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left__20260503_162616.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left__20260503_162833.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left__20260503_163123.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left__20260503_163449.npz
single_single,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left__20260503_163828.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_104240.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_104509.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_104725.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_104940.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_105153.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_105406.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_105620.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_105835.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_110050.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_110306.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_110523.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_110738.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_110952.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_111232.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_111447.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_111705.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_111920.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_112135.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_112349.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_112603.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_112818.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_113031.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_113247.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_113503.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_113718.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_113932.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_114146.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_114400.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_114614.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-3__20260502_114827.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_131001.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_131214.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_131505.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_131719.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_131959.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_132214.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_132427.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_132642.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_132857.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_133112.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_133340.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_133553.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_133809.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_134024.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_134238.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_134508.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_134723.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_134940.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_135155.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-4__20260502_135409.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_150009.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_150226.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_150440.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_150653.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_150906.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_151119.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_151333.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_151548.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_151802.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_152028.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_152243.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_152455.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_152710.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_152922.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_153136.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_153359.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_153612.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_153825.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_154038.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-5__20260502_154251.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_141652.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_141923.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_142147.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_142402.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_142617.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_142837.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_143051.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_143304.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_143521.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-6__20260502_143735.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_154516.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_154731.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_154945.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_155159.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_155415.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_155655.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_155909.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_160122.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_160336.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-7__20260502_160551.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_160818.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_161055.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_161429.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_161643.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_161858.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_162112.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_162331.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_162544.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_162757.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-8__20260502_163010.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_172319.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_172533.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_172748.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_173003.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_173229.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_173444.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_173657.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_173919.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_174347.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left-9__20260502_174731.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_115218.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_115432.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_115646.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_115903.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_120116.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_140213.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_140449.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_140702.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_140916.npz
single_both,fgw0917,left,fgw0917_0502_left,fgw-0917__20260502-left__20260502_141130.npz
single_both,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_165358.npz
single_both,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_165612.npz
single_both,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_165830.npz
single_both,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_170047.npz
single_both,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_170304.npz
single_both,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_170520.npz
single_both,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_170736.npz
single_both,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_170951.npz
single_both,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_171217.npz
single_both,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_171435.npz
single_both,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_171651.npz
single_both,fgw0917,left,fgw0917_0503_left,fgw-0917__20260503-left-2__20260503_171911.npz
